title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
Five Came Back: The Reference Films,TV Show,1945,TV-MA,48,Documentation,['US'],1.0,,,
Taxi Driver,Movie,1976,R,113,Crime,['US'],,tt0075314,8.3,795222.0
Taxi Driver,Movie,1976,R,113,Drama,['US'],,tt0075314,8.3,795222.0
Monty Python and the Holy Grail,Movie,1975,PG,91,Comedy,['GB'],,tt0071853,8.2,530877.0
Monty Python and the Holy Grail,Movie,1975,PG,91,Fantasy,['GB'],,tt0071853,8.2,530877.0
Life of Brian,Movie,1979,R,94,Comedy,['GB'],,tt0079470,8.0,392419.0
The Exorcist,Movie,1973,R,133,Horror,['US'],,tt0070047,8.1,391942.0
Monty Python's Flying Circus,TV Show,1969,TV-14,30,Comedy,['GB'],4.0,tt0063929,8.8,72895.0
Monty Python's Flying Circus,TV Show,1969,TV-14,30,European,['GB'],4.0,tt0063929,8.8,72895.0
Dirty Harry,Movie,1971,R,102,Thriller,['US'],,tt0066999,7.7,153463.0
Dirty Harry,Movie,1971,R,102,Crime,['US'],,tt0066999,7.7,153463.0
Dirty Harry,Movie,1971,R,102,Action,['US'],,tt0066999,7.7,153463.0
My Fair Lady,Movie,1964,G,170,Drama,['US'],,tt0058385,7.8,94121.0
My Fair Lady,Movie,1964,G,170,Music,['US'],,tt0058385,7.8,94121.0
My Fair Lady,Movie,1964,G,170,Romance,['US'],,tt0058385,7.8,94121.0
My Fair Lady,Movie,1964,G,170,Family,['US'],,tt0058385,7.8,94121.0
The Blue Lagoon,Movie,1980,R,104,Romance,['US'],,tt0080453,5.8,69053.0
The Blue Lagoon,Movie,1980,R,104,Drama,['US'],,tt0080453,5.8,69053.0
Bonnie and Clyde,Movie,1967,R,110,Drama,['US'],,tt0061418,7.7,111189.0
Bonnie and Clyde,Movie,1967,R,110,Crime,['US'],,tt0061418,7.7,111189.0
Bonnie and Clyde,Movie,1967,R,110,Action,['US'],,tt0061418,7.7,111189.0
The Professionals,Movie,1966,PG-13,117,Western,['US'],,tt0060862,7.3,16168.0
The Professionals,Movie,1966,PG-13,117,Action,['US'],,tt0060862,7.3,16168.0
The Professionals,Movie,1966,PG-13,117,European,['US'],,tt0060862,7.3,16168.0
The Guns of Navarone,Movie,1961,,158,War,"['US', 'GB']",,tt0054953,7.5,50150.0
The Guns of Navarone,Movie,1961,,158,Action,"['US', 'GB']",,tt0054953,7.5,50150.0
The Guns of Navarone,Movie,1961,,158,Drama,"['US', 'GB']",,tt0054953,7.5,50150.0
Lupin the Third: The Castle of Cagliostro,Movie,1979,PG,100,Comedy,['JP'],,tt0079833,7.6,30277.0
Lupin the Third: The Castle of Cagliostro,Movie,1979,PG,100,Animation,['JP'],,tt0079833,7.6,30277.0
Lupin the Third: The Castle of Cagliostro,Movie,1979,PG,100,Action,['JP'],,tt0079833,7.6,30277.0
Lupin the Third: The Castle of Cagliostro,Movie,1979,PG,100,Fantasy,['JP'],,tt0079833,7.6,30277.0
Lupin the Third: The Castle of Cagliostro,Movie,1979,PG,100,Family,['JP'],,tt0079833,7.6,30277.0
Richard Pryor: Live in Concert,Movie,1979,R,78,Comedy,['US'],,tt0079807,8.1,5141.0
Richard Pryor: Live in Concert,Movie,1979,R,78,Documentation,['US'],,tt0079807,8.1,5141.0
The Long Riders,Movie,1980,R,99,Western,['US'],,tt0081071,6.9,11329.0
The Long Riders,Movie,1980,R,99,Crime,['US'],,tt0081071,6.9,11329.0
White Christmas,Movie,1954,,115,Romance,['US'],,tt0047673,7.5,42373.0
White Christmas,Movie,1954,,115,Comedy,['US'],,tt0047673,7.5,42373.0
White Christmas,Movie,1954,,115,Music,['US'],,tt0047673,7.5,42373.0
Cairo Station,Movie,1958,,77,Drama,['EG'],,tt0051390,7.5,4385.0
Cairo Station,Movie,1958,,77,Crime,['EG'],,tt0051390,7.5,4385.0
Cairo Station,Movie,1958,,77,Comedy,['EG'],,tt0051390,7.5,4385.0
The Queen,Movie,1968,,68,Documentation,['US'],,tt0183686,7.2,1117.0
Hitler: A Career,Movie,1977,PG,150,Documentation,['DE'],,tt0191182,7.5,2416.0
Hitler: A Career,Movie,1977,PG,150,History,['DE'],,tt0191182,7.5,2416.0
Hitler: A Career,Movie,1977,PG,150,European,['DE'],,tt0191182,7.5,2416.0
FTA,Movie,1972,R,97,Comedy,['US'],,tt0068562,6.2,411.0
FTA,Movie,1972,R,97,Documentation,['US'],,tt0068562,6.2,411.0
FTA,Movie,1972,R,97,Music,['US'],,tt0068562,6.2,411.0
Saladin the Victorious,Movie,1963,,186,Drama,['EG'],,tt0057357,7.6,2470.0
Saladin the Victorious,Movie,1963,,186,War,['EG'],,tt0057357,7.6,2470.0
Saladin the Victorious,Movie,1963,,186,Action,['EG'],,tt0057357,7.6,2470.0
Saladin the Victorious,Movie,1963,,186,History,['EG'],,tt0057357,7.6,2470.0
Saladin the Victorious,Movie,1963,,186,Romance,['EG'],,tt0057357,7.6,2470.0
Singapore,Movie,1960,,158,Drama,['IN'],,tt0268639,6.4,82.0
Singapore,Movie,1960,,158,Thriller,['IN'],,tt0268639,6.4,82.0
Singapore,Movie,1960,,158,Crime,['IN'],,tt0268639,6.4,82.0
Dark Waters,Movie,1956,,120,Drama,['EG'],,tt0049761,6.7,590.0
Dark Waters,Movie,1956,,120,Action,['EG'],,tt0049761,6.7,590.0
Dark Waters,Movie,1956,,120,Romance,['EG'],,tt0049761,6.7,590.0
Dark Waters,Movie,1956,,120,Thriller,['EG'],,tt0049761,6.7,590.0
Alexandria… Why?,Movie,1979,,133,Drama,['EG'],,tt0077751,7.2,1689.0
Raya and Sakina,Movie,1953,,105,Drama,['EG'],,tt0316472,6.8,231.0
Raya and Sakina,Movie,1953,,105,Thriller,['EG'],,tt0316472,6.8,231.0
Raya and Sakina,Movie,1953,,105,Crime,['EG'],,tt0316472,6.8,231.0
Raya and Sakina,Movie,1953,,105,History,['EG'],,tt0316472,6.8,231.0
No Longer Kids,Movie,1979,,235,Comedy,['EG'],,tt8312792,9.0,943.0
No Longer Kids,Movie,1979,,235,Drama,['EG'],,tt8312792,9.0,943.0
Amrapali,Movie,1966,,120,Fantasy,['IN'],,tt0060104,6.7,225.0
Dostana,Movie,1980,,161,Drama,['IN'],,tt0080653,2.1,25.0
Dostana,Movie,1980,,161,Comedy,['IN'],,tt0080653,2.1,25.0
Dostana,Movie,1980,,161,Romance,['IN'],,tt0080653,2.1,25.0
Dostana,Movie,1980,,161,Action,['IN'],,tt0080653,2.1,25.0
Dostana,Movie,1980,,161,Crime,['IN'],,tt0080653,2.1,25.0
The Blazing Sun,Movie,1954,,100,Romance,['EG'],,tt0044429,7.4,1219.0
The Blazing Sun,Movie,1954,,100,Crime,['EG'],,tt0044429,7.4,1219.0
The Blazing Sun,Movie,1954,,100,Drama,['EG'],,tt0044429,7.4,1219.0
Monty Python's Fliegender Zirkus,TV Show,1972,TV-MA,43,Comedy,[],1.0,tt0202477,8.1,2144.0
The Return of the Prodigal Son,Movie,1976,,124,Drama,"['DZ', 'EG']",,tt0074168,7.2,768.0
The Return of the Prodigal Son,Movie,1976,,124,Crime,"['DZ', 'EG']",,tt0074168,7.2,768.0
Prince,Movie,1969,,152,Romance,['IN'],,tt0064842,6.9,168.0
Lock Your Girls In,Movie,1980,,230,Comedy,['EG'],,,,
The Witness Who Didn't See Anything,Movie,1976,,217,Comedy,['EG'],,,,
The School of Mischief,Movie,1973,,251,Comedy,['EG'],,,,
Manoranjan,Movie,1974,,162,Comedy,['IN'],,tt0071811,6.5,236.0
Manoranjan,Movie,1974,,162,Drama,['IN'],,tt0071811,6.5,236.0
Manoranjan,Movie,1974,,162,Romance,['IN'],,tt0071811,6.5,236.0
"Beirut, Oh Beirut",Movie,1975,,110,Drama,['LB'],,tt0169599,6.5,106.0
We Are All for the Fatherland,Movie,1979,,74,Documentation,"['FR', 'LB', 'CA']",,tt0170799,6.2,43.0
Whispers,Movie,1980,,93,Documentation,"['FR', 'LB', 'CA']",,tt0170803,7.8,75.0
Lal Patthar,Movie,1971,,153,Drama,['IN'],,tt0237395,6.2,137.0
Ujala,Movie,1959,,142,Romance,['IN'],,tt0157132,6.7,78.0
Ujala,Movie,1959,,142,Crime,['IN'],,tt0157132,6.7,78.0
Ujala,Movie,1959,,142,Drama,['IN'],,tt0157132,6.7,78.0
Alibaba Aur 40 Chor,Movie,1979,,138,Drama,"['IN', 'SU']",,tt0079749,6.2,555.0
Alibaba Aur 40 Chor,Movie,1979,,138,Action,"['IN', 'SU']",,tt0079749,6.2,555.0
Alibaba Aur 40 Chor,Movie,1979,,138,Romance,"['IN', 'SU']",,tt0079749,6.2,555.0
Alibaba Aur 40 Chor,Movie,1979,,138,Family,"['IN', 'SU']",,tt0079749,6.2,555.0
Alibaba Aur 40 Chor,Movie,1979,,138,Fantasy,"['IN', 'SU']",,tt0079749,6.2,555.0
Professor,Movie,1962,,163,Romance,['IN'],,tt0056379,6.8,285.0
Professor,Movie,1962,,163,Comedy,['IN'],,tt0056379,6.8,285.0
Professor,Movie,1962,,163,Drama,['IN'],,tt0056379,6.8,285.0
Chadi Jawani Budhe Nu,Movie,1976,,135,Romance,['IN'],,tt3290368,4.6,14.0
Bandie,Movie,1978,,141,Drama,['IN'],,tt1219315,4.2,35.0
Bandie,Movie,1978,,141,Romance,['IN'],,tt1219315,4.2,35.0
Bandie,Movie,1978,,141,Action,['IN'],,tt1219315,4.2,35.0
Khoon Khoon,Movie,1973,,131,Drama,['IN'],,tt0230412,5.1,41.0
Khoon Khoon,Movie,1973,,131,Crime,['IN'],,tt0230412,5.1,41.0
Khoon Khoon,Movie,1973,,131,Thriller,['IN'],,tt0230412,5.1,41.0
Top Gun,Movie,1986,PG,110,Drama,['US'],,tt0092099,6.9,329656.0
Top Gun,Movie,1986,PG,110,Action,['US'],,tt0092099,6.9,329656.0
Seinfeld,TV Show,1989,TV-PG,24,Comedy,['US'],9.0,tt0098904,8.9,302700.0
Stand by Me,Movie,1986,R,89,Drama,['US'],,tt0092005,8.1,392790.0
Once Upon a Time in America,Movie,1984,R,229,Drama,"['US', 'IT']",,tt0087843,8.3,342335.0
Once Upon a Time in America,Movie,1984,R,229,Crime,"['US', 'IT']",,tt0087843,8.3,342335.0
Once Upon a Time in America,Movie,1984,R,229,European,"['US', 'IT']",,tt0087843,8.3,342335.0
When Harry Met Sally...,Movie,1989,R,96,Romance,['US'],,tt0098635,7.7,212913.0
When Harry Met Sally...,Movie,1989,R,96,Comedy,['US'],,tt0098635,7.7,212913.0
When Harry Met Sally...,Movie,1989,R,96,Drama,['US'],,tt0098635,7.7,212913.0
Teenage Mutant Ninja Turtles,Movie,1990,PG,93,Scifi,"['HK', 'US']",,tt0100758,6.7,92647.0
Teenage Mutant Ninja Turtles,Movie,1990,PG,93,Action,"['HK', 'US']",,tt0100758,6.7,92647.0
Teenage Mutant Ninja Turtles,Movie,1990,PG,93,Comedy,"['HK', 'US']",,tt0100758,6.7,92647.0
Teenage Mutant Ninja Turtles,Movie,1990,PG,93,Family,"['HK', 'US']",,tt0100758,6.7,92647.0
Full Metal Jacket,Movie,1987,R,116,Drama,"['GB', 'US']",,tt0093058,8.3,723306.0
Full Metal Jacket,Movie,1987,R,116,War,"['GB', 'US']",,tt0093058,8.3,723306.0
Christine,Movie,1983,R,90,Horror,['US'],,tt0085333,6.7,80945.0
Christine,Movie,1983,R,90,Thriller,['US'],,tt0085333,6.7,80945.0
Christine,Movie,1983,R,90,European,['US'],,tt0085333,6.7,80945.0
A Nightmare on Elm Street,Movie,1984,R,91,Horror,['US'],,tt0087800,7.4,230543.0
Knight Rider,TV Show,1982,TV-PG,51,Action,['US'],4.0,tt0083437,6.9,33760.0
Knight Rider,TV Show,1982,TV-PG,51,Scifi,['US'],4.0,tt0083437,6.9,33760.0
Knight Rider,TV Show,1982,TV-PG,51,Crime,['US'],4.0,tt0083437,6.9,33760.0
Knight Rider,TV Show,1982,TV-PG,51,Drama,['US'],4.0,tt0083437,6.9,33760.0
Awakenings,Movie,1990,PG-13,120,Drama,['US'],,tt0099077,7.8,137549.0
Awakenings,Movie,1990,PG-13,120,European,['US'],,tt0099077,7.8,137549.0
Thomas & Friends,TV Show,1984,TV-Y,10,Family,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,TV Show,1984,TV-Y,10,Comedy,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,TV Show,1984,TV-Y,10,Music,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,TV Show,1984,TV-Y,10,Action,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,TV Show,1984,TV-Y,10,Animation,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,TV Show,1984,TV-Y,10,Fantasy,['GB'],24.0,tt0086815,6.5,4948.0
Thomas & Friends,TV Show,1984,TV-Y,10,Drama,['GB'],24.0,tt0086815,6.5,4948.0
Annie,Movie,1982,PG,127,Drama,['US'],,tt0083564,6.6,44866.0
Annie,Movie,1982,PG,127,Family,['US'],,tt0083564,6.6,44866.0
Annie,Movie,1982,PG,127,Comedy,['US'],,tt0083564,6.6,44866.0
Pet Sematary,Movie,1989,R,103,Horror,['US'],,tt0098084,6.5,102212.0
Pet Sematary,Movie,1989,R,103,Fantasy,['US'],,tt0098084,6.5,102212.0
Pet Sematary,Movie,1989,R,103,Thriller,['US'],,tt0098084,6.5,102212.0
Saved by the Bell,TV Show,1989,TV-G,23,Comedy,['US'],5.0,tt0096694,7.1,34854.0
Saved by the Bell,TV Show,1989,TV-G,23,Romance,['US'],5.0,tt0096694,7.1,34854.0
Saved by the Bell,TV Show,1989,TV-G,23,Family,['US'],5.0,tt0096694,7.1,34854.0
She's Gotta Have It,Movie,1986,R,84,Comedy,['US'],,tt0091939,6.7,14277.0
She's Gotta Have It,Movie,1986,R,84,Romance,['US'],,tt0091939,6.7,14277.0
Eddie Murphy Raw,Movie,1987,R,93,Comedy,['US'],,tt0092948,7.6,19646.0
Eddie Murphy Raw,Movie,1987,R,93,Documentation,['US'],,tt0092948,7.6,19646.0
Endless Love,Movie,1981,R,116,Drama,['US'],,tt0082329,4.9,8374.0
Endless Love,Movie,1981,R,116,Romance,['US'],,tt0082329,4.9,8374.0
Wheel of Fortune,TV Show,1983,TV-G,26,Family,['US'],39.0,tt0072584,6.7,3126.0
Major Dad,TV Show,1989,TV-PG,24,Comedy,['US'],4.0,tt0096643,6.4,2866.0
Major Dad,TV Show,1989,TV-PG,24,Family,['US'],4.0,tt0096643,6.4,2866.0
Fireman Sam,TV Show,1987,TV-Y,10,Comedy,['GB'],13.0,tt0329829,6.1,1759.0
Fireman Sam,TV Show,1987,TV-Y,10,Animation,['GB'],13.0,tt0329829,6.1,1759.0
Fireman Sam,TV Show,1987,TV-Y,10,Family,['GB'],13.0,tt0329829,6.1,1759.0
Fireman Sam,TV Show,1987,TV-Y,10,Crime,['GB'],13.0,tt0329829,6.1,1759.0
Fireman Sam,TV Show,1987,TV-Y,10,European,['GB'],13.0,tt0329829,6.1,1759.0
Danger Mouse,TV Show,1981,TV-Y,15,Comedy,['GB'],10.0,tt0081848,7.4,3514.0
Danger Mouse,TV Show,1981,TV-Y,15,Family,['GB'],10.0,tt0081848,7.4,3514.0
Danger Mouse,TV Show,1981,TV-Y,15,Scifi,['GB'],10.0,tt0081848,7.4,3514.0
Danger Mouse,TV Show,1981,TV-Y,15,Animation,['GB'],10.0,tt0081848,7.4,3514.0
Danger Mouse,TV Show,1981,TV-Y,15,European,['GB'],10.0,tt0081848,7.4,3514.0
Mobile Suit Gundam II: Soldiers of Sorrow,Movie,1981,,133,Scifi,['JP'],,tt0159510,7.2,1242.0
Mobile Suit Gundam II: Soldiers of Sorrow,Movie,1981,,133,Drama,['JP'],,tt0159510,7.2,1242.0
Mobile Suit Gundam II: Soldiers of Sorrow,Movie,1981,,133,War,['JP'],,tt0159510,7.2,1242.0
Mobile Suit Gundam II: Soldiers of Sorrow,Movie,1981,,133,Animation,['JP'],,tt0159510,7.2,1242.0
Mobile Suit Gundam II: Soldiers of Sorrow,Movie,1981,,133,Action,['JP'],,tt0159510,7.2,1242.0
Mobile Suit Gundam: Char's Counterattack,Movie,1988,,120,Scifi,['JP'],,tt0095262,7.3,1649.0
Mobile Suit Gundam: Char's Counterattack,Movie,1988,,120,Animation,['JP'],,tt0095262,7.3,1649.0
Mobile Suit Gundam: Char's Counterattack,Movie,1988,,120,Action,['JP'],,tt0095262,7.3,1649.0
Mobile Suit Gundam: Char's Counterattack,Movie,1988,,120,Drama,['JP'],,tt0095262,7.3,1649.0
Mobile Suit Gundam: Char's Counterattack,Movie,1988,,120,War,['JP'],,tt0095262,7.3,1649.0
Sam Kinison: Breaking the Rules,Movie,1987,R,50,Comedy,['US'],,tt0307403,7.2,651.0
Sam Kinison: Breaking the Rules,Movie,1987,R,50,Documentation,['US'],,tt0307403,7.2,651.0
Tim Allen: Men Are Pigs,Movie,1990,,30,Comedy,['US'],,tt0259057,6.0,353.0
Tim Allen: Men Are Pigs,Movie,1990,,30,Documentation,['US'],,tt0259057,6.0,353.0
Monty Python Live at the Hollywood Bowl,Movie,1982,R,77,Comedy,['GB'],,tt0084352,7.9,15186.0
Monty Python Live at the Hollywood Bowl,Movie,1982,R,77,Documentation,['GB'],,tt0084352,7.9,15186.0
The George McKenna Story,Movie,1988,,100,Drama,['US'],,tt0091106,6.0,901.0
Unspeakable Acts,Movie,1990,,100,Drama,['US'],,tt0100848,6.0,448.0
Waiting for the Hearse,Movie,1985,,87,Comedy,['AR'],,tt0089108,8.0,6285.0
Mobile Suit Gundam III: Encounters in Space,Movie,1982,,144,Animation,['JP'],,tt0159511,7.7,1210.0
Mobile Suit Gundam III: Encounters in Space,Movie,1982,,144,Action,['JP'],,tt0159511,7.7,1210.0
Mobile Suit Gundam III: Encounters in Space,Movie,1982,,144,Drama,['JP'],,tt0159511,7.7,1210.0
Mobile Suit Gundam III: Encounters in Space,Movie,1982,,144,Scifi,['JP'],,tt0159511,7.7,1210.0
Mobile Suit Gundam III: Encounters in Space,Movie,1982,,144,War,['JP'],,tt0159511,7.7,1210.0
Agneepath,Movie,1990,,174,Action,['IN'],,tt0098999,7.6,8902.0
Agneepath,Movie,1990,,174,Crime,['IN'],,tt0098999,7.6,8902.0
Agneepath,Movie,1990,,174,Drama,['IN'],,tt0098999,7.6,8902.0
Parrot Sketch Not Included: Twenty Years of Monty Python,Movie,1989,,72,Comedy,['GB'],,tt0213984,8.1,1522.0
Too Young The Hero,Movie,1988,,100,Drama,['US'],,tt0096286,6.7,494.0
Too Young The Hero,Movie,1988,,100,War,['US'],,tt0096286,6.7,494.0
Adam: His Song Continues,Movie,1986,,100,Crime,['US'],,tt0090589,7.0,209.0
Adam: His Song Continues,Movie,1986,,100,Drama,['US'],,tt0090589,7.0,209.0
Disco Dancer,Movie,1982,,134,Drama,['IN'],,tt0208903,6.5,1449.0
Disco Dancer,Movie,1982,,134,Romance,['IN'],,tt0208903,6.5,1449.0
The Ryan White Story,Movie,1989,,102,Drama,['US'],,tt0098237,7.2,857.0
In Defense of a Married Man,Movie,1990,,94,Drama,['US'],,tt0099833,5.6,200.0
In Defense of a Married Man,Movie,1990,,94,Crime,['US'],,tt0099833,5.6,200.0
Dil,Movie,1990,,172,Romance,['IN'],,tt0099429,6.6,5273.0
Dil,Movie,1990,,172,Comedy,['IN'],,tt0099429,6.6,5273.0
Dil,Movie,1990,,172,Drama,['IN'],,tt0099429,6.6,5273.0
Bye Bye London,Movie,1982,,170,Comedy,['KW'],,tt10130668,8.7,154.0
Bye Bye London,Movie,1982,,170,Drama,['KW'],,tt10130668,8.7,154.0
Quiet Victory: The Charlie Wedemeyer Story,Movie,1988,,100,Drama,['US'],,tt0095945,7.1,144.0
"Alexandria, Again and Forever",Movie,1989,,105,Drama,"['EG', 'FR']",,tt0099858,6.5,643.0
Strange Voices,Movie,1987,,100,Drama,['US'],,tt0094052,6.3,357.0
Aakhri Adaalat,Movie,1988,,148,Action,['IN'],,tt0177505,5.1,92.0
Aakhri Adaalat,Movie,1988,,148,Crime,['IN'],,tt0177505,5.1,92.0
Aakhri Adaalat,Movie,1988,,148,Thriller,['IN'],,tt0177505,5.1,92.0
A Stoning in Fulham County,Movie,1988,,120,Crime,['US'],,tt0096179,5.8,380.0
A Stoning in Fulham County,Movie,1988,,120,Drama,['US'],,tt0096179,5.8,380.0
A Stoning in Fulham County,Movie,1988,,120,Thriller,['US'],,tt0096179,5.8,380.0
The Married Couples,Movie,1981,,194,Drama,['EG'],,,,
Sayed The Servant,Movie,1985,,166,Comedy,['EG'],,,,
Muqaddar Ka Faisla,Movie,1987,,172,Comedy,['IN'],,tt0239682,4.8,68.0
Muqaddar Ka Faisla,Movie,1987,,172,Drama,['IN'],,tt0239682,4.8,68.0
Muqaddar Ka Faisla,Movie,1987,,172,Family,['IN'],,tt0239682,4.8,68.0
Muqaddar Ka Faisla,Movie,1987,,172,Action,['IN'],,tt0239682,4.8,68.0
Sohni Mahiwal,Movie,1984,,160,Romance,['IN'],,tt0807047,6.1,297.0
Sohni Mahiwal,Movie,1984,,160,Action,['IN'],,tt0807047,6.1,297.0
Sohni Mahiwal,Movie,1984,,160,Drama,['IN'],,tt0807047,6.1,297.0
The Little Wars,Movie,1982,,108,Drama,"['FR', 'LB']",,tt0084492,6.3,149.0
The Little Wars,Movie,1982,,108,War,"['FR', 'LB']",,tt0084492,6.3,149.0
The Little Wars,Movie,1982,,108,European,"['FR', 'LB']",,tt0084492,6.3,149.0
Bill Hicks: Sane Man,Movie,1989,R,81,Comedy,['US'],,,,
Duniya,Movie,1984,,170,Drama,['IN'],,tt0301231,6.2,241.0
Duniya,Movie,1984,,170,Action,['IN'],,tt0301231,6.2,241.0
High Risk,TV Show,1988,TV-PG,50,Comedy,['US'],1.0,tt0094478,3.8,6.0
Pyar Ke Do Pal,Movie,1986,,153,Drama,['IN'],,tt0358053,6.1,65.0
Pyar Ke Do Pal,Movie,1986,,153,Action,['IN'],,tt0358053,6.1,65.0
Jaal,Movie,1986,,159,Drama,['IN'],,tt0239495,5.2,122.0
Jaal,Movie,1986,,159,Thriller,['IN'],,tt0239495,5.2,122.0
Jaal,Movie,1986,,159,Action,['IN'],,tt0239495,5.2,122.0
Mujrim,Movie,1989,,162,Drama,['IN'],,tt0097926,5.4,188.0
Mujrim,Movie,1989,,162,Action,['IN'],,tt0097926,5.4,188.0
Mujrim,Movie,1989,,162,Crime,['IN'],,tt0097926,5.4,188.0
An Egyptian Story,Movie,1982,,129,Fantasy,['EG'],,tt0084042,7.3,1113.0
An Egyptian Story,Movie,1982,,129,Drama,['EG'],,tt0084042,7.3,1113.0
Ek Jaan Hain Hum,Movie,1983,,151,Family,['IN'],,tt0379272,6.3,70.0
Ek Jaan Hain Hum,Movie,1983,,151,Romance,['IN'],,tt0379272,6.3,70.0
The Quick and the Dead,Movie,1995,R,107,Western,"['US', 'JP']",,tt0114214,6.5,92224.0
The Quick and the Dead,Movie,1995,R,107,Thriller,"['US', 'JP']",,tt0114214,6.5,92224.0
The Quick and the Dead,Movie,1995,R,107,Action,"['US', 'JP']",,tt0114214,6.5,92224.0
The Quick and the Dead,Movie,1995,R,107,Romance,"['US', 'JP']",,tt0114214,6.5,92224.0
Survivor,TV Show,2000,TV-PG,48,Reality,['US'],42.0,tt0239195,7.4,24368.0
Stargate SG-1,TV Show,1997,TV-PG,44,Scifi,"['US', 'CA']",10.0,tt0118480,8.4,90196.0
Stargate SG-1,TV Show,1997,TV-PG,44,Drama,"['US', 'CA']",10.0,tt0118480,8.4,90196.0
Stargate SG-1,TV Show,1997,TV-PG,44,Action,"['US', 'CA']",10.0,tt0118480,8.4,90196.0
Pokémon,TV Show,1997,TV-Y7,22,Scifi,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,TV Show,1997,TV-Y7,22,Action,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,TV Show,1997,TV-Y7,22,Comedy,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,TV Show,1997,TV-Y7,22,Fantasy,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,TV Show,1997,TV-Y7,22,Animation,['JP'],24.0,tt0168366,7.6,172.0
Pokémon,TV Show,1997,TV-Y7,22,Family,['JP'],24.0,tt0168366,7.6,172.0
Forrest Gump,Movie,1994,PG-13,142,Drama,['US'],,tt0109830,8.8,1994599.0
Forrest Gump,Movie,1994,PG-13,142,Romance,['US'],,tt0109830,8.8,1994599.0
Forrest Gump,Movie,1994,PG-13,142,Comedy,['US'],,tt0109830,8.8,1994599.0
Happy Gilmore,Movie,1996,PG-13,92,Comedy,['US'],,tt0116483,7.0,217534.0
Happy Gilmore,Movie,1996,PG-13,92,Sport,['US'],,tt0116483,7.0,217534.0
One Piece,TV Show,1999,TV-14,23,Action,['JP'],21.0,tt0388629,8.8,112586.0
One Piece,TV Show,1999,TV-14,23,Comedy,['JP'],21.0,tt0388629,8.8,112586.0
One Piece,TV Show,1999,TV-14,23,Animation,['JP'],21.0,tt0388629,8.8,112586.0
One Piece,TV Show,1999,TV-14,23,Drama,['JP'],21.0,tt0388629,8.8,112586.0
One Piece,TV Show,1999,TV-14,23,Fantasy,['JP'],21.0,tt0388629,8.8,112586.0
Saving Private Ryan,Movie,1998,R,169,Drama,['US'],,tt0120815,8.6,1346020.0
Saving Private Ryan,Movie,1998,R,169,War,['US'],,tt0120815,8.6,1346020.0
Cowboy Bebop,TV Show,1998,TV-14,25,Western,['JP'],1.0,tt0213338,8.9,112887.0
Cowboy Bebop,TV Show,1998,TV-14,25,Action,['JP'],1.0,tt0213338,8.9,112887.0
Cowboy Bebop,TV Show,1998,TV-14,25,Scifi,['JP'],1.0,tt0213338,8.9,112887.0
Cowboy Bebop,TV Show,1998,TV-14,25,Thriller,['JP'],1.0,tt0213338,8.9,112887.0
Cowboy Bebop,TV Show,1998,TV-14,25,Animation,['JP'],1.0,tt0213338,8.9,112887.0
Cowboy Bebop,TV Show,1998,TV-14,25,Comedy,['JP'],1.0,tt0213338,8.9,112887.0
Cowboy Bebop,TV Show,1998,TV-14,25,Drama,['JP'],1.0,tt0213338,8.9,112887.0
Star Trek: Deep Space Nine,TV Show,1993,TV-PG,47,Scifi,['US'],7.0,tt0106145,8.1,61145.0
Star Trek: Deep Space Nine,TV Show,1993,TV-PG,47,Action,['US'],7.0,tt0106145,8.1,61145.0
Star Trek: Deep Space Nine,TV Show,1993,TV-PG,47,Drama,['US'],7.0,tt0106145,8.1,61145.0
The Challenge,TV Show,1998,TV-14,40,Reality,['US'],37.0,tt0176095,7.8,3274.0
The Challenge,TV Show,1998,TV-14,40,Comedy,['US'],37.0,tt0176095,7.8,3274.0
The Challenge,TV Show,1998,TV-14,40,Drama,['US'],37.0,tt0176095,7.8,3274.0
The Challenge,TV Show,1998,TV-14,40,Scifi,['US'],37.0,tt0176095,7.8,3274.0
Gattaca,Movie,1997,PG-13,106,Thriller,['US'],,tt0119177,7.8,298168.0
Gattaca,Movie,1997,PG-13,106,Drama,['US'],,tt0119177,7.8,298168.0
Gattaca,Movie,1997,PG-13,106,Scifi,['US'],,tt0119177,7.8,298168.0
Gilmore Girls,TV Show,2000,TV-14,46,Comedy,['US'],8.0,tt0238784,8.2,119054.0
Gilmore Girls,TV Show,2000,TV-14,46,Drama,['US'],8.0,tt0238784,8.2,119054.0
Blade,Movie,1998,R,120,Action,['US'],,tt0120611,7.1,267181.0
Blade,Movie,1998,R,120,Scifi,['US'],,tt0120611,7.1,267181.0
Blade,Movie,1998,R,120,Horror,['US'],,tt0120611,7.1,267181.0
You've Got Mail,Movie,1998,PG,119,Romance,['US'],,tt0128853,6.7,209258.0
