title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
You've Got Mail,Movie,1998,PG,119,Drama,['US'],,tt0128853,6.7,209258.0
You've Got Mail,Movie,1998,PG,119,Comedy,['US'],,tt0128853,6.7,209258.0
Starship Troopers,Movie,1997,R,129,Scifi,['US'],,tt0120201,7.3,288960.0
Starship Troopers,Movie,1997,R,129,Thriller,['US'],,tt0120201,7.3,288960.0
Starship Troopers,Movie,1997,R,129,Action,['US'],,tt0120201,7.3,288960.0
Neon Genesis Evangelion,TV Show,1995,TV-14,24,Scifi,['JP'],1.0,tt0112159,8.5,64727.0
Neon Genesis Evangelion,TV Show,1995,TV-14,24,Action,['JP'],1.0,tt0112159,8.5,64727.0
Neon Genesis Evangelion,TV Show,1995,TV-14,24,Drama,['JP'],1.0,tt0112159,8.5,64727.0
Neon Genesis Evangelion,TV Show,1995,TV-14,24,Thriller,['JP'],1.0,tt0112159,8.5,64727.0
Neon Genesis Evangelion,TV Show,1995,TV-14,24,Fantasy,['JP'],1.0,tt0112159,8.5,64727.0
Neon Genesis Evangelion,TV Show,1995,TV-14,24,Animation,['JP'],1.0,tt0112159,8.5,64727.0
The Magic School Bus,TV Show,1994,TV-Y,26,Scifi,"['US', 'CA']",4.0,tt0108847,7.8,9708.0
The Magic School Bus,TV Show,1994,TV-Y,26,Comedy,"['US', 'CA']",4.0,tt0108847,7.8,9708.0
The Magic School Bus,TV Show,1994,TV-Y,26,Family,"['US', 'CA']",4.0,tt0108847,7.8,9708.0
The Magic School Bus,TV Show,1994,TV-Y,26,Fantasy,"['US', 'CA']",4.0,tt0108847,7.8,9708.0
The Magic School Bus,TV Show,1994,TV-Y,26,Animation,"['US', 'CA']",4.0,tt0108847,7.8,9708.0
Donnie Brasco,Movie,1997,R,127,Thriller,['US'],,tt0119008,7.7,300073.0
Donnie Brasco,Movie,1997,R,127,Drama,['US'],,tt0119008,7.7,300073.0
Donnie Brasco,Movie,1997,R,127,Crime,['US'],,tt0119008,7.7,300073.0
Power Rangers,TV Show,1993,TV-Y7,22,Scifi,['US'],29.0,tt0106064,6.5,21949.0
Power Rangers,TV Show,1993,TV-Y7,22,Action,['US'],29.0,tt0106064,6.5,21949.0
Power Rangers,TV Show,1993,TV-Y7,22,Fantasy,['US'],29.0,tt0106064,6.5,21949.0
Power Rangers,TV Show,1993,TV-Y7,22,Family,['US'],29.0,tt0106064,6.5,21949.0
U.S. Marshals,Movie,1998,PG-13,126,Thriller,['US'],,tt0120873,6.5,103263.0
U.S. Marshals,Movie,1998,PG-13,126,Crime,['US'],,tt0120873,6.5,103263.0
U.S. Marshals,Movie,1998,PG-13,126,Action,['US'],,tt0120873,6.5,103263.0
Adventures of Sonic the Hedgehog,TV Show,1993,TV-Y7,22,Action,['US'],4.0,tt0222518,6.2,3808.0
Adventures of Sonic the Hedgehog,TV Show,1993,TV-Y7,22,Animation,['US'],4.0,tt0222518,6.2,3808.0
Adventures of Sonic the Hedgehog,TV Show,1993,TV-Y7,22,Scifi,['US'],4.0,tt0222518,6.2,3808.0
Adventures of Sonic the Hedgehog,TV Show,1993,TV-Y7,22,Western,['US'],4.0,tt0222518,6.2,3808.0
Adventures of Sonic the Hedgehog,TV Show,1993,TV-Y7,22,Fantasy,['US'],4.0,tt0222518,6.2,3808.0
Adventures of Sonic the Hedgehog,TV Show,1993,TV-Y7,22,Comedy,['US'],4.0,tt0222518,6.2,3808.0
Adventures of Sonic the Hedgehog,TV Show,1993,TV-Y7,22,Family,['US'],4.0,tt0222518,6.2,3808.0
Wild Things,Movie,1998,R,108,Drama,['US'],,tt0194542,6.6,118811.0
Wild Things,Movie,1998,R,108,Thriller,['US'],,tt0194542,6.6,118811.0
Wild Things,Movie,1998,R,108,Crime,['US'],,tt0194542,6.6,118811.0
Wild Things,Movie,1998,R,108,European,['US'],,tt0194542,6.6,118811.0
Last Action Hero,Movie,1993,PG-13,130,Comedy,['US'],,tt0107362,6.4,149290.0
Last Action Hero,Movie,1993,PG-13,130,Action,['US'],,tt0107362,6.4,149290.0
Last Action Hero,Movie,1993,PG-13,130,Fantasy,['US'],,tt0107362,6.4,149290.0
Seven Years in Tibet,Movie,1997,PG-13,136,Drama,['US'],,tt0120102,7.1,141308.0
Seven Years in Tibet,Movie,1997,PG-13,136,History,['US'],,tt0120102,7.1,141308.0
Seven Years in Tibet,Movie,1997,PG-13,136,War,['US'],,tt0120102,7.1,141308.0
The Devil's Advocate,Movie,1997,,144,Horror,"['DE', 'US']",,tt0118971,7.5,361422.0
The Devil's Advocate,Movie,1997,,144,Thriller,"['DE', 'US']",,tt0118971,7.5,361422.0
The Devil's Advocate,Movie,1997,,144,Drama,"['DE', 'US']",,tt0118971,7.5,361422.0
A River Runs Through It,Movie,1992,PG,123,Drama,['US'],,tt0105265,7.2,59086.0
"Girl, Interrupted",Movie,1999,R,127,Drama,"['US', 'DE']",,tt0172493,7.3,180532.0
"Girl, Interrupted",Movie,1999,R,127,European,"['US', 'DE']",,tt0172493,7.3,180532.0
Goosebumps,TV Show,1995,TV-PG,22,Scifi,"['CA', 'US']",4.0,tt0111987,7.6,13361.0
Goosebumps,TV Show,1995,TV-PG,22,Fantasy,"['CA', 'US']",4.0,tt0111987,7.6,13361.0
Goosebumps,TV Show,1995,TV-PG,22,Horror,"['CA', 'US']",4.0,tt0111987,7.6,13361.0
Goosebumps,TV Show,1995,TV-PG,22,Thriller,"['CA', 'US']",4.0,tt0111987,7.6,13361.0
Goosebumps,TV Show,1995,TV-PG,22,Family,"['CA', 'US']",4.0,tt0111987,7.6,13361.0
Goosebumps,TV Show,1995,TV-PG,22,Music,"['CA', 'US']",4.0,tt0111987,7.6,13361.0
Yu-Gi-Oh!,TV Show,1998,TV-Y,22,Scifi,['JP'],7.0,tt4834194,7.2,20888.0
Yu-Gi-Oh!,TV Show,1998,TV-Y,22,Action,['JP'],7.0,tt4834194,7.2,20888.0
Yu-Gi-Oh!,TV Show,1998,TV-Y,22,Family,['JP'],7.0,tt4834194,7.2,20888.0
Yu-Gi-Oh!,TV Show,1998,TV-Y,22,Fantasy,['JP'],7.0,tt4834194,7.2,20888.0
Yu-Gi-Oh!,TV Show,1998,TV-Y,22,Animation,['JP'],7.0,tt4834194,7.2,20888.0
Yu-Gi-Oh!,TV Show,1998,TV-Y,22,Comedy,['JP'],7.0,tt4834194,7.2,20888.0
Yu-Gi-Oh!,TV Show,1998,TV-Y,22,Drama,['JP'],7.0,tt4834194,7.2,20888.0
InuYasha,TV Show,2000,TV-14,25,Action,['JP'],9.0,tt0290223,7.9,15823.0
InuYasha,TV Show,2000,TV-14,25,Comedy,['JP'],9.0,tt0290223,7.9,15823.0
InuYasha,TV Show,2000,TV-14,25,Scifi,['JP'],9.0,tt0290223,7.9,15823.0
InuYasha,TV Show,2000,TV-14,25,Animation,['JP'],9.0,tt0290223,7.9,15823.0
InuYasha,TV Show,2000,TV-14,25,Drama,['JP'],9.0,tt0290223,7.9,15823.0
InuYasha,TV Show,2000,TV-14,25,Fantasy,['JP'],9.0,tt0290223,7.9,15823.0
InuYasha,TV Show,2000,TV-14,25,Romance,['JP'],9.0,tt0290223,7.9,15823.0
Any Given Sunday,Movie,1999,R,162,Drama,['US'],,tt0146838,6.9,118479.0
Any Given Sunday,Movie,1999,R,162,Sport,['US'],,tt0146838,6.9,118479.0
Menace II Society,Movie,1993,R,97,Drama,['US'],,tt0107554,7.5,57399.0
Menace II Society,Movie,1993,R,97,Crime,['US'],,tt0107554,7.5,57399.0
Menace II Society,Movie,1993,R,97,Thriller,['US'],,tt0107554,7.5,57399.0
Desperado,Movie,1995,R,104,Thriller,['US'],,tt0112851,7.1,183638.0
Desperado,Movie,1995,R,104,Action,['US'],,tt0112851,7.1,183638.0
Desperado,Movie,1995,R,104,Crime,['US'],,tt0112851,7.1,183638.0
Desperado,Movie,1995,R,104,Western,['US'],,tt0112851,7.1,183638.0
Desperado,Movie,1995,R,104,European,['US'],,tt0112851,7.1,183638.0
The Mask of Zorro,Movie,1998,PG-13,136,Action,['US'],,tt0120746,6.8,181306.0
The Mask of Zorro,Movie,1998,PG-13,136,Thriller,['US'],,tt0120746,6.8,181306.0
The Mask of Zorro,Movie,1998,PG-13,136,Western,['US'],,tt0120746,6.8,181306.0
The Mask of Zorro,Movie,1998,PG-13,136,Comedy,['US'],,tt0120746,6.8,181306.0
The Mask of Zorro,Movie,1998,PG-13,136,Romance,['US'],,tt0120746,6.8,181306.0
The Patriot,Movie,2000,R,165,Drama,"['DE', 'US']",,tt0187393,7.2,270231.0
The Patriot,Movie,2000,R,165,Action,"['DE', 'US']",,tt0187393,7.2,270231.0
The Patriot,Movie,2000,R,165,History,"['DE', 'US']",,tt0187393,7.2,270231.0
The Patriot,Movie,2000,R,165,War,"['DE', 'US']",,tt0187393,7.2,270231.0
Road Trip,Movie,2000,R,93,Comedy,['US'],,tt0215129,6.5,167670.0
Free Willy,Movie,1993,PG,112,Drama,"['US', 'FR']",,tt0106965,6.0,75244.0
Free Willy,Movie,1993,PG,112,Family,"['US', 'FR']",,tt0106965,6.0,75244.0
My First Errand,TV Show,1991,TV-G,19,Reality,['JP'],12.0,,,
3 Ninjas Kick Back,Movie,1994,PG,93,Action,"['US', 'JP']",,tt15327306,4.5,9208.0
3 Ninjas Kick Back,Movie,1994,PG,93,Comedy,"['US', 'JP']",,tt15327306,4.5,9208.0
3 Ninjas Kick Back,Movie,1994,PG,93,Family,"['US', 'JP']",,tt15327306,4.5,9208.0
3 Ninjas Kick Back,Movie,1994,PG,93,Sport,"['US', 'JP']",,tt15327306,4.5,9208.0
In the Line of Fire,Movie,1993,R,128,Drama,['US'],,tt0107206,7.2,101939.0
In the Line of Fire,Movie,1993,R,128,Thriller,['US'],,tt0107206,7.2,101939.0
In the Line of Fire,Movie,1993,R,128,Action,['US'],,tt0107206,7.2,101939.0
In the Line of Fire,Movie,1993,R,128,Crime,['US'],,tt0107206,7.2,101939.0
The Replacements,Movie,2000,PG-13,118,Comedy,['US'],,tt0191397,6.6,64087.0
The Replacements,Movie,2000,PG-13,118,Sport,['US'],,tt0191397,6.6,64087.0
Johnny Mnemonic,Movie,1995,R,97,Scifi,"['US', 'CA']",,tt0113481,5.6,71062.0
Johnny Mnemonic,Movie,1995,R,97,Thriller,"['US', 'CA']",,tt0113481,5.6,71062.0
Johnny Mnemonic,Movie,1995,R,97,Action,"['US', 'CA']",,tt0113481,5.6,71062.0
Johnny Mnemonic,Movie,1995,R,97,Drama,"['US', 'CA']",,tt0113481,5.6,71062.0
Little Women,Movie,1994,PG,115,Drama,['US'],,tt0110367,7.3,57621.0
Little Women,Movie,1994,PG,115,Family,['US'],,tt0110367,7.3,57621.0
Little Women,Movie,1994,PG,115,Romance,['US'],,tt0110367,7.3,57621.0
Anaconda,Movie,1997,PG-13,89,Thriller,"['PE', 'US', 'BR']",,tt0118615,4.8,103459.0
Anaconda,Movie,1997,PG-13,89,Horror,"['PE', 'US', 'BR']",,tt0118615,4.8,103459.0
Anaconda,Movie,1997,PG-13,89,Action,"['PE', 'US', 'BR']",,tt0118615,4.8,103459.0
My Girl,Movie,1991,PG,103,Comedy,['US'],,tt0102492,6.9,79800.0
My Girl,Movie,1991,PG,103,Drama,['US'],,tt0102492,6.9,79800.0
My Girl,Movie,1991,PG,103,Family,['US'],,tt0102492,6.9,79800.0
My Girl,Movie,1991,PG,103,Romance,['US'],,tt0102492,6.9,79800.0
My Girl,Movie,1991,PG,103,European,['US'],,tt0102492,6.9,79800.0
Cliffhanger,Movie,1993,R,112,Thriller,"['IT', 'US', 'FR']",,tt0106582,6.5,128179.0
Cliffhanger,Movie,1993,R,112,Action,"['IT', 'US', 'FR']",,tt0106582,6.5,128179.0
Cliffhanger,Movie,1993,R,112,Animation,"['IT', 'US', 'FR']",,tt0106582,6.5,128179.0
I Know What You Did Last Summer,Movie,1997,R,101,Horror,['US'],,tt0119345,5.7,142696.0
I Know What You Did Last Summer,Movie,1997,R,101,Thriller,['US'],,tt0119345,5.7,142696.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Movie,1991,PG,88,Scifi,"['US', 'HK']",,tt0103060,6.0,55499.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Movie,1991,PG,88,Action,"['US', 'HK']",,tt0103060,6.0,55499.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Movie,1991,PG,88,Comedy,"['US', 'HK']",,tt0103060,6.0,55499.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Movie,1991,PG,88,Family,"['US', 'HK']",,tt0103060,6.0,55499.0
Barney & Friends,TV Show,1992,TV-G,28,Family,['US'],14.0,tt0144701,3.8,9955.0
Hollow Man,Movie,2000,R,112,Scifi,"['DE', 'US']",,tt0164052,5.8,130099.0
Hollow Man,Movie,2000,R,112,Action,"['DE', 'US']",,tt0164052,5.8,130099.0
Hollow Man,Movie,2000,R,112,Horror,"['DE', 'US']",,tt0164052,5.8,130099.0
Hollow Man,Movie,2000,R,112,Thriller,"['DE', 'US']",,tt0164052,5.8,130099.0
Godzilla,Movie,1998,PG-13,133,Thriller,['US'],,tt0120685,5.4,191722.0
Godzilla,Movie,1998,PG-13,133,Scifi,['US'],,tt0120685,5.4,191722.0
Godzilla,Movie,1998,PG-13,133,Action,['US'],,tt0120685,5.4,191722.0
Neon Genesis Evangelion: The End of Evangelion,Movie,1997,,87,Scifi,['JP'],,tt0169858,8.0,51938.0
Neon Genesis Evangelion: The End of Evangelion,Movie,1997,,87,Action,['JP'],,tt0169858,8.0,51938.0
Neon Genesis Evangelion: The End of Evangelion,Movie,1997,,87,Drama,['JP'],,tt0169858,8.0,51938.0
Neon Genesis Evangelion: The End of Evangelion,Movie,1997,,87,Fantasy,['JP'],,tt0169858,8.0,51938.0
Neon Genesis Evangelion: The End of Evangelion,Movie,1997,,87,Animation,['JP'],,tt0169858,8.0,51938.0
Spawn,Movie,1997,PG-13,96,Fantasy,['US'],,tt0120177,5.2,67761.0
Spawn,Movie,1997,PG-13,96,Horror,['US'],,tt0120177,5.2,67761.0
Spawn,Movie,1997,PG-13,96,Scifi,['US'],,tt0120177,5.2,67761.0
Spawn,Movie,1997,PG-13,96,Thriller,['US'],,tt0120177,5.2,67761.0
Spawn,Movie,1997,PG-13,96,Action,['US'],,tt0120177,5.2,67761.0
Spawn,Movie,1997,PG-13,96,Drama,['US'],,tt0120177,5.2,67761.0
Dennis the Menace,Movie,1993,PG,95,Comedy,['US'],,tt0106701,5.6,60779.0
Dennis the Menace,Movie,1993,PG,95,Family,['US'],,tt0106701,5.6,60779.0
The Net,Movie,1995,PG-13,114,Thriller,['US'],,tt0113957,5.9,66127.0
The Net,Movie,1995,PG-13,114,Action,['US'],,tt0113957,5.9,66127.0
The Net,Movie,1995,PG-13,114,Crime,['US'],,tt0113957,5.9,66127.0
The Net,Movie,1995,PG-13,114,Drama,['US'],,tt0113957,5.9,66127.0
The Devil's Own,Movie,1997,R,107,Thriller,['US'],,tt0962637,6.2,64625.0
The Devil's Own,Movie,1997,R,107,Drama,['US'],,tt0962637,6.2,64625.0
The Devil's Own,Movie,1997,R,107,Action,['US'],,tt0962637,6.2,64625.0
The Devil's Own,Movie,1997,R,107,Crime,['US'],,tt0962637,6.2,64625.0
The Devil's Own,Movie,1997,R,107,European,['US'],,tt0962637,6.2,64625.0
Croupier,Movie,1998,R,94,Thriller,"['FR', 'IE', 'GB', 'DE']",,tt0159382,7.0,21382.0
Croupier,Movie,1998,R,94,European,"['FR', 'IE', 'GB', 'DE']",,tt0159382,7.0,21382.0
Croupier,Movie,1998,R,94,Crime,"['FR', 'IE', 'GB', 'DE']",,tt0159382,7.0,21382.0
Croupier,Movie,1998,R,94,Drama,"['FR', 'IE', 'GB', 'DE']",,tt0159382,7.0,21382.0
Teenage Mutant Ninja Turtles III,Movie,1993,PG,96,Fantasy,"['HK', 'US']",,tt0108308,4.7,33128.0
Teenage Mutant Ninja Turtles III,Movie,1993,PG,96,Scifi,"['HK', 'US']",,tt0108308,4.7,33128.0
Teenage Mutant Ninja Turtles III,Movie,1993,PG,96,Action,"['HK', 'US']",,tt0108308,4.7,33128.0
Teenage Mutant Ninja Turtles III,Movie,1993,PG,96,Comedy,"['HK', 'US']",,tt0108308,4.7,33128.0
Teenage Mutant Ninja Turtles III,Movie,1993,PG,96,Family,"['HK', 'US']",,tt0108308,4.7,33128.0
The General's Daughter,Movie,1999,R,116,Drama,"['US', 'DE']",,tt0144214,6.4,58726.0
The General's Daughter,Movie,1999,R,116,Crime,"['US', 'DE']",,tt0144214,6.4,58726.0
The General's Daughter,Movie,1999,R,116,Thriller,"['US', 'DE']",,tt0144214,6.4,58726.0
The Next Karate Kid,Movie,1994,PG,107,Drama,['US'],,tt0110657,4.5,30138.0
The Next Karate Kid,Movie,1994,PG,107,Family,['US'],,tt0110657,4.5,30138.0
The Next Karate Kid,Movie,1994,PG,107,Romance,['US'],,tt0110657,4.5,30138.0
The Next Karate Kid,Movie,1994,PG,107,Sport,['US'],,tt0110657,4.5,30138.0
The Next Karate Kid,Movie,1994,PG,107,Action,['US'],,tt0110657,4.5,30138.0
I Still Know What You Did Last Summer,Movie,1998,R,100,Thriller,['US'],,tt0130018,4.7,73269.0
I Still Know What You Did Last Summer,Movie,1998,R,100,Horror,['US'],,tt0130018,4.7,73269.0
Double Team,Movie,1997,R,93,Scifi,"['US', 'HK']",,tt0119013,4.7,34127.0
Double Team,Movie,1997,R,93,Action,"['US', 'HK']",,tt0119013,4.7,34127.0
Double Team,Movie,1997,R,93,Comedy,"['US', 'HK']",,tt0119013,4.7,34127.0
Double Team,Movie,1997,R,93,Thriller,"['US', 'HK']",,tt0119013,4.7,34127.0
Under Suspicion,Movie,2000,R,110,Thriller,['US'],,tt0164212,6.5,25432.0
Under Suspicion,Movie,2000,R,110,Crime,['US'],,tt0164212,6.5,25432.0
Under Suspicion,Movie,2000,R,110,Drama,['US'],,tt0164212,6.5,25432.0
Under Suspicion,Movie,2000,R,110,European,['US'],,tt0164212,6.5,25432.0
Moesha,TV Show,1996,TV-PG,21,Drama,['US'],6.0,tt0115275,5.7,3713.0
Moesha,TV Show,1996,TV-PG,21,Comedy,['US'],6.0,tt0115275,5.7,3713.0
Moesha,TV Show,1996,TV-PG,21,Family,['US'],6.0,tt0115275,5.7,3713.0
"Sister, Sister",TV Show,1994,TV-PG,22,Comedy,['US'],6.0,tt0108927,6.2,12535.0
"Sister, Sister",TV Show,1994,TV-PG,22,Drama,['US'],6.0,tt0108927,6.2,12535.0
"Sister, Sister",TV Show,1994,TV-PG,22,Family,['US'],6.0,tt0108927,6.2,12535.0
Cardcaptor Sakura,TV Show,1998,TV-Y7,25,Scifi,['JP'],4.0,tt0221735,8.0,4936.0
Cardcaptor Sakura,TV Show,1998,TV-Y7,25,Comedy,['JP'],4.0,tt0221735,8.0,4936.0
Cardcaptor Sakura,TV Show,1998,TV-Y7,25,Drama,['JP'],4.0,tt0221735,8.0,4936.0
Cardcaptor Sakura,TV Show,1998,TV-Y7,25,Family,['JP'],4.0,tt0221735,8.0,4936.0
Cardcaptor Sakura,TV Show,1998,TV-Y7,25,Fantasy,['JP'],4.0,tt0221735,8.0,4936.0
Cardcaptor Sakura,TV Show,1998,TV-Y7,25,Romance,['JP'],4.0,tt0221735,8.0,4936.0
Cardcaptor Sakura,TV Show,1998,TV-Y7,25,Animation,['JP'],4.0,tt0221735,8.0,4936.0
Cardcaptor Sakura,TV Show,1998,TV-Y7,25,Action,['JP'],4.0,tt0221735,8.0,4936.0
Geronimo: An American Legend,Movie,1993,PG-13,115,Western,['US'],,tt0107004,6.5,11506.0
Geronimo: An American Legend,Movie,1993,PG-13,115,Drama,['US'],,tt0107004,6.5,11506.0
Geronimo: An American Legend,Movie,1993,PG-13,115,History,['US'],,tt0107004,6.5,11506.0
The Mirror Has Two Faces,Movie,1996,PG-13,126,Romance,['US'],,tt0117057,6.6,19829.0
The Mirror Has Two Faces,Movie,1996,PG-13,126,Comedy,['US'],,tt0117057,6.6,19829.0
The Mirror Has Two Faces,Movie,1996,PG-13,126,Drama,['US'],,tt0117057,6.6,19829.0
Girlfriends,TV Show,2000,TV-PG,21,Comedy,['US'],8.0,tt0247102,7.2,4482.0
Girlfriends,TV Show,2000,TV-PG,21,Drama,['US'],8.0,tt0247102,7.2,4482.0
Bill Hicks: One Night Stand,Movie,1991,NC-17,30,Comedy,['US'],,,,
Knight Rider 2000,Movie,1991,G,91,Action,['US'],,tt0102227,4.5,3178.0
Knight Rider 2000,Movie,1991,G,91,Scifi,['US'],,tt0102227,4.5,3178.0
The Last Days,Movie,1998,PG-13,87,Drama,['US'],,tt0174852,7.9,4247.0
The Last Days,Movie,1998,PG-13,87,Documentation,['US'],,tt0174852,7.9,4247.0
The Last Days,Movie,1998,PG-13,87,War,['US'],,tt0174852,7.9,4247.0
The Parkers,TV Show,1999,TV-PG,19,Comedy,['US'],5.0,tt0200353,6.8,2346.0
Heavy,Movie,1995,R,105,Romance,['US'],,tt0113280,6.8,4921.0
Heavy,Movie,1995,R,105,Drama,['US'],,tt0113280,6.8,4921.0
Bill Hicks: Revelations,Movie,1993,,74,Comedy,['GB'],,tt0152183,8.5,3085.0
Bill Hicks: Revelations,Movie,1993,,74,Documentation,['GB'],,tt0152183,8.5,3085.0
Sankofa,Movie,1993,,124,Drama,"['GH', 'GB', 'US', 'BF', 'DE']",,tt0108041,7.0,678.0
Sankofa,Movie,1993,,124,European,"['GH', 'GB', 'US', 'BF', 'DE']",,tt0108041,7.0,678.0
Bill Hicks: Relentless,Movie,1992,,61,Comedy,['GB'],,,,
Dale's Supermarket Sweep,TV Show,1993,TV-G,21,,['GB'],8.0,tt0962853,7.1,39.0
Jerry Seinfeld: I'm Telling You for the Last Time,Movie,1998,G,75,Comedy,['US'],,tt0500140,7.9,5834.0
Jerry Seinfeld: I'm Telling You for the Last Time,Movie,1998,G,75,Documentation,['US'],,tt0500140,7.9,5834.0
Children of God,Movie,1994,,63,Documentation,['GB'],,tt6051792,6.4,589.0
Wild Tango,Movie,1993,R,124,Drama,"['AR', 'ES']",,tt0108291,6.7,1564.0
Wild Tango,Movie,1993,R,124,Music,"['AR', 'ES']",,tt0108291,6.7,1564.0
Wild Tango,Movie,1993,R,124,Romance,"['AR', 'ES']",,tt0108291,6.7,1564.0
Kuch Kuch Hota Hai,Movie,1998,G,185,Drama,['IN'],,tt0172684,7.6,51640.0
Kuch Kuch Hota Hai,Movie,1998,G,185,Romance,['IN'],,tt0172684,7.6,51640.0
Kuch Kuch Hota Hai,Movie,1998,G,185,Comedy,['IN'],,tt0172684,7.6,51640.0
Oggy and the Cockroaches,TV Show,1999,TV-Y7,9,Comedy,['FR'],7.0,tt0213363,7.4,4185.0
Oggy and the Cockroaches,TV Show,1999,TV-Y7,9,Family,['FR'],7.0,tt0213363,7.4,4185.0
Oggy and the Cockroaches,TV Show,1999,TV-Y7,9,Action,['FR'],7.0,tt0213363,7.4,4185.0
Oggy and the Cockroaches,TV Show,1999,TV-Y7,9,Animation,['FR'],7.0,tt0213363,7.4,4185.0
Oggy and the Cockroaches,TV Show,1999,TV-Y7,9,European,['FR'],7.0,tt0213363,7.4,4185.0
H,TV Show,1998,TV-MA,25,Comedy,['FR'],4.0,tt0173554,7.4,1703.0
Herod's Law,Movie,1999,R,120,Drama,['MX'],,tt0221344,7.8,5943.0
Herod's Law,Movie,1999,R,120,Comedy,['MX'],,tt0221344,7.8,5943.0
Herod's Law,Movie,1999,R,120,Crime,['MX'],,tt0221344,7.8,5943.0
Tim Allen: Rewires America,Movie,1991,PG,30,Comedy,['US'],,tt0294967,5.9,195.0
Tim Allen: Rewires America,Movie,1991,PG,30,Documentation,['US'],,tt0294967,5.9,195.0
Heartbreak High,TV Show,1994,TV-MA,47,Drama,['AU'],7.0,tt0108800,7.8,3106.0
Heartbreak High,TV Show,1994,TV-MA,47,Romance,['AU'],7.0,tt0108800,7.8,3106.0
Heartbreak High,TV Show,1994,TV-MA,47,Comedy,['AU'],7.0,tt0108800,7.8,3106.0
Dil Se..,Movie,1998,PG-13,163,Drama,['IN'],,tt0164538,7.5,28409.0
Dil Se..,Movie,1998,PG-13,163,Romance,['IN'],,tt0164538,7.5,28409.0
Escalona,TV Show,1991,TV-MA,44,Drama,['CO'],1.0,,,
Aashik Aawara,Movie,1993,,153,Romance,['IN'],,tt0106206,4.7,320.0
Aashik Aawara,Movie,1993,,153,Comedy,['IN'],,tt0106206,4.7,320.0
Aashik Aawara,Movie,1993,,153,Drama,['IN'],,tt0106206,4.7,320.0
Destiny,Movie,1997,,136,Drama,"['EG', 'FR']",,tt0119629,7.1,2825.0
Destiny,Movie,1997,,136,Romance,"['EG', 'FR']",,tt0119629,7.1,2825.0
Destiny,Movie,1997,,136,Comedy,"['EG', 'FR']",,tt0119629,7.1,2825.0
Destiny,Movie,1997,,136,History,"['EG', 'FR']",,tt0119629,7.1,2825.0
Oh Darling! Yeh Hai India!,Movie,1995,G,153,Comedy,['IN'],,tt0114031,4.0,1678.0
A Triumph of the Heart: The Ricky Bell Story,Movie,1991,,100,Drama,['US'],,tt0103123,7.2,248.0
A Triumph of the Heart: The Ricky Bell Story,Movie,1991,,100,Sport,['US'],,tt0103123,7.2,248.0
Bombay,Movie,1995,,141,Romance,['IN'],,tt0112553,8.1,12512.0
Bombay,Movie,1995,,141,Drama,['IN'],,tt0112553,8.1,12512.0
West Beirut,Movie,1998,PG-13,105,Romance,"['BE', 'FR', 'NO', 'LB']",,tt0157183,7.6,4175.0
West Beirut,Movie,1998,PG-13,105,War,"['BE', 'FR', 'NO', 'LB']",,tt0157183,7.6,4175.0
West Beirut,Movie,1998,PG-13,105,Comedy,"['BE', 'FR', 'NO', 'LB']",,tt0157183,7.6,4175.0
West Beirut,Movie,1998,PG-13,105,Drama,"['BE', 'FR', 'NO', 'LB']",,tt0157183,7.6,4175.0
West Beirut,Movie,1998,PG-13,105,European,"['BE', 'FR', 'NO', 'LB']",,tt0157183,7.6,4175.0
Muthu,Movie,1995,G,165,Drama,['IN'],,tt0140399,7.6,3056.0
Muthu,Movie,1995,G,165,Comedy,['IN'],,tt0140399,7.6,3056.0
Muthu,Movie,1995,G,165,Romance,['IN'],,tt0140399,7.6,3056.0
Muthu,Movie,1995,G,165,Action,['IN'],,tt0140399,7.6,3056.0
Qila,Movie,1998,,160,Drama,['IN'],,tt0286907,4.8,129.0
Qila,Movie,1998,,160,Music,['IN'],,tt0286907,4.8,129.0
Qila,Movie,1998,,160,Family,['IN'],,tt0286907,4.8,129.0
Ram Jaane,Movie,1995,,172,Action,['IN'],,tt0114231,5.4,3901.0
Ram Jaane,Movie,1995,,172,Drama,['IN'],,tt0114231,5.4,3901.0
Ram Jaane,Movie,1995,,172,Romance,['IN'],,tt0114231,5.4,3901.0
Ram Jaane,Movie,1995,,172,Crime,['IN'],,tt0114231,5.4,3901.0
Chamatkar,Movie,1992,G,171,Comedy,['IN'],,tt0126234,6.5,6199.0
Chamatkar,Movie,1992,G,171,Fantasy,['IN'],,tt0126234,6.5,6199.0
Chamatkar,Movie,1992,G,171,Drama,['IN'],,tt0126234,6.5,6199.0
Chamatkar,Movie,1992,G,171,Crime,['IN'],,tt0126234,6.5,6199.0
Soldier,Movie,1998,,156,Thriller,['IN'],,tt0211634,6.2,3025.0
Soldier,Movie,1998,,156,Action,['IN'],,tt0211634,6.2,3025.0
Soldier,Movie,1998,,156,Drama,['IN'],,tt0211634,6.2,3025.0
Soldier,Movie,1998,,156,Romance,['IN'],,tt0211634,6.2,3025.0
Okupas,TV Show,2000,TV-MA,40,Crime,['AR'],1.0,tt0289649,9.0,2326.0
